FECHA;SEXO;INSTRUCCION;RANGO EDAD;NUMERO TARJETAHABIENTES;NUMERO TARJETAS;CAPITAL POR VENCER (USD);CAPITAL VENCIDO (USD);CAPITAL NO DEVENGA INTERESES (USD);CAPITAL CONSUMO (USD)
31/3/2024;MUJER;SECUNDARIA;Entre 30 a 39;139;146;89937,72;13747,09;8536,94;12392,62
31/3/2024;MUJER;SECUNDARIA;Entre 40 a 49;86;91;92106,32;6750,03;2236,12;13299,14
31/3/2024;MUJER;SECUNDARIA;Entre 50 a 65;102;106;101306,74;158,18;147,75;19535,72
31/3/2024;MUJER;SECUNDARIA;Mayor a 65;29;30;21894,17;876,6;313,41;4164,12
31/3/2024;MUJER;SUPERIOR;Entre 18 a 29;8198;8624;5495898,89;228946,27;208521,3;1101235,36
31/3/2024;MUJER;SUPERIOR;Entre 30 a 39;29616;31779;27064321,27;1126442,58;1231050,53;4413783,16
31/3/2024;MUJER;SUPERIOR;Entre 40 a 49;13880;14660;16588845,18;557189,98;654946,51;2274870,79
31/3/2024;MUJER;SUPERIOR;Entre 50 a 65;9546;9989;11174503,87;250185,54;314943,48;1530889,02
31/3/2024;MUJER;SUPERIOR;Mayor a 65;2013;2100;2383374,35;34646,7;43057,56;295783,37
31/3/2024;MUJER;SUPERIOR;No Definido;3;3;1256,28;0;0;884,8
31/3/2024;NO DISPONIBLE;NO DISPONIBLE;No Definido;42;43;242082,9;0;0;61940,48
30/4/2024;HOMBRE;BACHILLERATO;Entre 18 a 29;28086;29140;18304183,05;1371364,2;1439847,06;3275400,45
30/4/2024;HOMBRE;BACHILLERATO;Entre 30 a 39;32247;34351;27310934,19;2418067,78;2579945,27;3866519,42
30/4/2024;HOMBRE;BACHILLERATO;Entre 40 a 49;18759;19804;20439289,72;1449526,36;1748344,18;2367394,57
30/4/2024;HOMBRE;BACHILLERATO;Entre 50 a 65;13813;14506;16413181,48;642006,65;802166,35;2004739,68
30/4/2024;HOMBRE;BACHILLERATO;Mayor a 65;2429;2548;2813646,84;59551,3;50021,66;364080,02
30/4/2024;HOMBRE;BACHILLERATO;No Definido;45;45;13551,85;0;0;8258,27
30/4/2024;HOMBRE;BASICA;;34801;36360;25119252,81;1539150,65;1399948,26;3859036,44
30/4/2024;HOMBRE;ELEMENTAL;Entre 18 a 29;1;1;589,53;0;0;200
30/4/2024;HOMBRE;ELEMENTAL;Entre 40 a 49;4;4;1729,03;0;0;0
30/4/2024;HOMBRE;ELEMENTAL;Entre 50 a 65;2;3;0;0;0;0
30/4/2024;HOMBRE;ELEMENTAL;Mayor a 65;12;12;3626,23;0;0;660,6
30/4/2024;HOMBRE;ESPECIAL;Entre 30 a 39;1;1;721,74;0;0;0
30/4/2024;HOMBRE;ESPECIAL;Entre 40 a 49;1;1;0;0;0;0
30/4/2024;HOMBRE;ESPECIAL;Entre 50 a 65;1;1;0;0;0;0
30/4/2024;HOMBRE;ESPECIAL;Mayor a 65;1;1;1637,28;0;0;206,74
30/4/2024;HOMBRE;INICIAL;Entre 18 a 29;355;359;174785,67;23664,48;21015,02;32813,13
30/4/2024;HOMBRE;INICIAL;Entre 30 a 39;228;232;168277,11;38532,04;26743,84;31107,65
30/4/2024;HOMBRE;INICIAL;Entre 40 a 49;182;185;135518,69;30776,81;20086,05;26709,51
30/4/2024;HOMBRE;INICIAL;Entre 50 a 65;191;198;190754,99;15286,07;8580,66;28695,23
30/4/2024;HOMBRE;INICIAL;Mayor a 65;132;135;70634,88;548,17;5028,42;22547,09
30/4/2024;HOMBRE;INICIAL;No Definido;2;2;0;0;0;0
30/4/2024;HOMBRE;NINGUNA;Entre 18 a 29;8;8;1772,53;0;0;340
30/4/2024;HOMBRE;NINGUNA;Entre 30 a 39;14;16;6865,37;0;0;1596,48
30/4/2024;HOMBRE;NINGUNA;Entre 40 a 49;24;24;16124,48;1029,18;2278,57;2956,48
30/4/2024;HOMBRE;NINGUNA;Entre 50 a 65;55;56;20132,65;830,07;2000,46;2671,19
30/4/2024;HOMBRE;NINGUNA;Mayor a 65;24;24;9735,51;786,85;687,87;980
30/4/2024;HOMBRE;NO DISPONIBLE;Entre 18 a 29;17;18;14192,61;0;0;710,09
30/4/2024;HOMBRE;NO DISPONIBLE;Entre 30 a 39;27;27;20079,83;608,4;5835,44;2855,35
30/4/2024;HOMBRE;NO DISPONIBLE;Entre 40 a 49;20;23;36317,85;80,82;392,54;7458,08
30/4/2024;HOMBRE;NO DISPONIBLE;Entre 50 a 65;14;15;21283,73;0;0;1859,29
30/4/2024;HOMBRE;NO DISPONIBLE;Mayor a 65;3;3;3717,63;0;0;500,18
30/4/2024;HOMBRE;PRIMARIA;Entre 18 a 29;10;10;5372,87;0;0;687,82
30/4/2024;HOMBRE;PRIMARIA;Entre 30 a 39;65;66;24275,68;1024,53;343,11;3160,32
30/4/2024;HOMBRE;PRIMARIA;Entre 40 a 49;56;61;47399,65;971,59;918,67;11508,38
30/4/2024;HOMBRE;PRIMARIA;Entre 50 a 65;75;79;39284,06;1157,87;0;7232,04
30/4/2024;HOMBRE;PRIMARIA;Mayor a 65;20;20;20332,08;1;0;2179,9
30/4/2024;HOMBRE;SECUNDARIA;Entre 18 a 29;23;25;11353,78;182,02;1613,44;1339,19
30/4/2024;HOMBRE;SECUNDARIA;Entre 30 a 39;174;186;157867,71;16843,5;13534,45;17094,04
30/4/2024;HOMBRE;SECUNDARIA;Entre 40 a 49;109;115;111357,55;9589,71;12321,15;15406,18
30/4/2024;HOMBRE;SECUNDARIA;Entre 50 a 65;122;130;98863,1;3173,86;1025,67;11166,75
30/4/2024;HOMBRE;SECUNDARIA;Mayor a 65;34;35;18342,83;1924,99;0;3083,44
30/4/2024;HOMBRE;SUPERIOR;Entre 18 a 29;7370;7768;5513924,08;361148,57;434126;1137139,89
30/4/2024;HOMBRE;SUPERIOR;Entre 30 a 39;26093;28086;25301481,5;1516560,88;1693270,39;4110366,15
30/4/2024;HOMBRE;SUPERIOR;Entre 40 a 49;10913;11612;15566463,39;709824,59;956187,66;1893603,93
30/4/2024;HOMBRE;SUPERIOR;Entre 50 a 65;7628;7966;11430645,87;350389,31;529155,21;1279206,81
30/4/2024;HOMBRE;SUPERIOR;Mayor a 65;2743;2883;3734471,03;44104,09;92053,2;511553,81
30/4/2024;HOMBRE;SUPERIOR;No Definido;14;14;2635;0;0;2396,2
30/4/2024;MUJER;BACHILLERATO;Entre 18 a 29;15896;16506;9284071,5;717903,07;690976,63;1916648,63
30/4/2024;MUJER;BACHILLERATO;Entre 30 a 39;16839;17851;13625476,46;1035831,2;1009325,78;2312978,06
30/4/2024;MUJER;BACHILLERATO;Entre 40 a 49;10664;11274;10592660,4;599877,93;598921,71;1556114,38
30/4/2024;MUJER;BACHILLERATO;Entre 50 a 65;9876;10370;10372677,5;384602,42;469510,08;1596590,05
30/4/2024;MUJER;BACHILLERATO;Mayor a 65;2488;2596;2646259,47;62038,53;49594,44;416763,25
30/4/2024;MUJER;BACHILLERATO;No Definido;20;20;4514,4;0;0;4615,94
30/4/2024;MUJER;BASICA;;23117;24216;16077486,39;827627,06;721401,66;2854870,13
30/4/2024;MUJER;ELEMENTAL;Entre 30 a 39;1;1;254,83;0;0;0
30/4/2024;MUJER;ELEMENTAL;Entre 40 a 49;2;2;415,92;0;0;300
30/4/2024;MUJER;ELEMENTAL;Entre 50 a 65;5;6;2553,91;0;0;600
30/4/2024;MUJER;ELEMENTAL;Mayor a 65;6;6;688,73;0;0;0
30/4/2024;MUJER;ESPECIAL;Entre 30 a 39;1;1;3364,63;0;0;350
30/4/2024;MUJER;ESPECIAL;Entre 40 a 49;11;11;13666,21;180,46;0;431,04
30/4/2024;MUJER;ESPECIAL;Entre 50 a 65;2;2;4341,78;0;0;2106,03
30/4/2024;MUJER;ESPECIAL;Mayor a 65;1;1;0;0;0;0
30/4/2024;MUJER;INICIAL;Entre 18 a 29;195;202;111584,87;6411,72;5216,51;20301,55
30/4/2024;MUJER;INICIAL;Entre 30 a 39;139;143;105916,52;17429,07;8001,22;17086,71
30/4/2024;MUJER;INICIAL;Entre 40 a 49;133;136;91543,39;15834,9;10211,12;11674,26
30/4/2024;MUJER;INICIAL;Entre 50 a 65;174;183;133546,07;4611,82;11836,01;27813,58
30/4/2024;MUJER;INICIAL;Mayor a 65;97;99;55401,07;6691,95;428,58;7574,61
30/4/2024;MUJER;NINGUNA;Entre 18 a 29;2;2;59,88;0;0;0
30/4/2024;MUJER;NINGUNA;Entre 30 a 39;7;7;797,54;133,85;0;85,56
30/4/2024;MUJER;NINGUNA;Entre 40 a 49;25;26;9258,51;240,03;25;718,4
30/4/2024;MUJER;NINGUNA;Entre 50 a 65;102;108;41267,37;458,55;759,25;5412,14
30/4/2024;MUJER;NINGUNA;Mayor a 65;41;42;20994,37;3765,98;1056,42;3896,3
30/4/2024;MUJER;NO DISPONIBLE;Entre 18 a 29;13;13;9141,95;463,88;421,26;1344,64
30/4/2024;MUJER;NO DISPONIBLE;Entre 30 a 39;26;28;20540,5;0;0;1865,13
30/4/2024;MUJER;NO DISPONIBLE;Entre 40 a 49;12;14;4440,65;2742,44;6468,18;411,28
30/4/2024;MUJER;NO DISPONIBLE;Entre 50 a 65;16;18;34582,52;0;0;1331,35
30/4/2024;MUJER;NO DISPONIBLE;Mayor a 65;3;3;6618,94;0;0;1358,82
30/4/2024;MUJER;PRIMARIA;Entre 18 a 29;3;3;0;0;0;0
30/4/2024;MUJER;PRIMARIA;Entre 30 a 39;42;43;14840,58;1418,24;1644,35;2499,69
30/4/2024;MUJER;PRIMARIA;Entre 40 a 49;41;43;19429,58;22,25;0;4324,93
30/4/2024;MUJER;PRIMARIA;Entre 50 a 65;48;48;39336,41;3075,24;775,8;11527
30/4/2024;MUJER;PRIMARIA;Mayor a 65;12;12;6532,44;195,44;878,41;740,07
30/4/2024;MUJER;SECUNDARIA;Entre 18 a 29;15;15;6612,97;35,28;1027,36;1395,96
30/4/2024;MUJER;SECUNDARIA;Entre 30 a 39;138;145;93202,78;14061,04;6029,57;14085,28
30/4/2024;MUJER;SECUNDARIA;Entre 40 a 49;86;91;94613,99;6863,67;2064,21;16224,94
30/4/2024;MUJER;SECUNDARIA;Entre 50 a 65;102;106;95115,83;242,32;329,7;10936,55
30/4/2024;MUJER;SECUNDARIA;Mayor a 65;29;30;21897,32;1086,44;110,91;3532,1
30/4/2024;MUJER;SUPERIOR;Entre 18 a 29;7996;8398;5365161,35;233228,39;204819,03;1281023,59
30/4/2024;MUJER;SUPERIOR;Entre 30 a 39;29666;31817;27004749,85;1209624,71;1337966,02;4583410,03
30/4/2024;MUJER;SUPERIOR;Entre 40 a 49;13941;14709;16440889,43;631245,43;757824,61;2283110,55
30/4/2024;MUJER;SUPERIOR;Entre 50 a 65;9575;10010;11325353,38;264415,12;328366,56;1621173,61
30/4/2024;MUJER;SUPERIOR;Mayor a 65;2045;2133;2448929,7;54256,51;46841,75;382867,69
30/4/2024;MUJER;SUPERIOR;No Definido;20;20;3401,01;0;0;2541,57
30/4/2024;NO DISPONIBLE;NO DISPONIBLE;No Definido;47;48;312545,51;0;0;120025,96
31/5/2024;HOMBRE;BACHILLERATO;Entre 18 a 29;27846;28842;18103640,46;1290288,34;1427622,56;3282221,93
31/5/2024;HOMBRE;BACHILLERATO;Entre 30 a 39;31982;34049;26778325,93;2515926,13;2711462,88;3783472,81
31/5/2024;HOMBRE;BACHILLERATO;Entre 40 a 49;18699;19715;20196064,12;1478131,83;1869097,82;2405764,05
31/5/2024;HOMBRE;BACHILLERATO;Entre 50 a 65;13794;14483;16240468,22;715928,14;911810,59;1959144,21
31/5/2024;HOMBRE;BACHILLERATO;Mayor a 65;2450;2571;2793464,64;67980,57;80884,4;344238,22
31/5/2024;HOMBRE;BACHILLERATO;No Definido;604;604;17625,22;0;0;12057,65
31/5/2024;HOMBRE;BASICA;;34578;36094;24933432,36;1481283,97;1480788,33;3911485,44
31/5/2024;HOMBRE;ELEMENTAL;Entre 18 a 29;1;1;455,68;0;0;200
31/5/2024;HOMBRE;ELEMENTAL;Entre 40 a 49;4;4;1580,28;0;0;42,42
31/5/2024;HOMBRE;ELEMENTAL;Entre 50 a 65;2;3;0;0;0;0
31/5/2024;HOMBRE;ELEMENTAL;Mayor a 65;12;12;4630,66;0;0;1998,28
31/5/2024;HOMBRE;ESPECIAL;Entre 30 a 39;1;1;705,65;0;0;0
31/5/2024;HOMBRE;ESPECIAL;Entre 40 a 49;1;1;0;0;0;0
31/5/2024;HOMBRE;ESPECIAL;Entre 50 a 65;1;1;0;0;0;0
31/5/2024;HOMBRE;ESPECIAL;Mayor a 65;1;1;0;1098,51;427,67;131,69
31/5/2024;HOMBRE;INICIAL;Entre 18 a 29;350;353;182729,14;22255,61;18831,34;31602,19
31/5/2024;HOMBRE;INICIAL;Entre 30 a 39;227;231;167502,6;41063,97;24559,77;26190,95
31/5/2024;HOMBRE;INICIAL;Entre 40 a 49;181;184;136135,67;43610,78;8209,36;32106,38
31/5/2024;HOMBRE;INICIAL;Entre 50 a 65;186;193;168032,43;18049,86;12625,34;21266,93
31/5/2024;HOMBRE;INICIAL;Mayor a 65;131;134;70274,47;1202,32;4374,27;14716,2
31/5/2024;HOMBRE;INICIAL;No Definido;2;2;0;0;0;0
31/5/2024;HOMBRE;NINGUNA;Entre 18 a 29;7;7;1415,97;0;0;330
31/5/2024;HOMBRE;NINGUNA;Entre 30 a 39;14;16;6421,34;0;0;1272,64
31/5/2024;HOMBRE;NINGUNA;Entre 40 a 49;25;25;16011,74;1240,36;2067,39;1951,53
31/5/2024;HOMBRE;NINGUNA;Entre 50 a 65;55;56;19436,71;2021,13;1266,75;3374,05
31/5/2024;HOMBRE;NINGUNA;Mayor a 65;24;24;10427,15;870,8;613,92;2222,26
31/5/2024;HOMBRE;NO DISPONIBLE;Entre 18 a 29;17;18;15369,15;0;0;2689,47
31/5/2024;HOMBRE;NO DISPONIBLE;Entre 30 a 39;27;27;20054,96;708,44;5654,04;3006,9
31/5/2024;HOMBRE;NO DISPONIBLE;Entre 40 a 49;20;23;33143,53;274,99;3225,7;3213,07
31/5/2024;HOMBRE;NO DISPONIBLE;Entre 50 a 65;14;15;33069,63;81,3;254,83;14276,18
31/5/2024;HOMBRE;NO DISPONIBLE;Mayor a 65;3;3;3871,35;0;0;770,98
31/5/2024;HOMBRE;PRIMARIA;Entre 18 a 29;8;8;4515,39;0;0;1079,92
31/5/2024;HOMBRE;PRIMARIA;Entre 30 a 39;65;66;21760,29;889,03;1334,12;2367,93
31/5/2024;HOMBRE;PRIMARIA;Entre 40 a 49;57;62;48830,01;1027,46;862,8;8784,95
31/5/2024;HOMBRE;PRIMARIA;Entre 50 a 65;74;78;37523,93;0;0;3883,76
31/5/2024;HOMBRE;PRIMARIA;Mayor a 65;20;20;19607,75;1;0;1282,51
31/5/2024;HOMBRE;SECUNDARIA;Entre 18 a 29;19;21;8742,23;358,89;311,57;2317,31
31/5/2024;HOMBRE;SECUNDARIA;Entre 30 a 39;177;189;168179,16;17126,28;11704,95;24224,42
31/5/2024;HOMBRE;SECUNDARIA;Entre 40 a 49;108;114;110184,43;9896,74;12680,29;8489,07
31/5/2024;HOMBRE;SECUNDARIA;Entre 50 a 65;120;128;99435,08;1374,43;917,59;10518,16
31/5/2024;HOMBRE;SECUNDARIA;Mayor a 65;35;36;18815,1;1924,99;0;2613,11
31/5/2024;HOMBRE;SUPERIOR;Entre 18 a 29;7143;7518;5265727,73;354217,01;437864,02;1022549,65
31/5/2024;HOMBRE;SUPERIOR;Entre 30 a 39;25942;27898;24844639,32;1694717,48;1831038,63;4052006,67
31/5/2024;HOMBRE;SUPERIOR;Entre 40 a 49;10920;11613;15349479,23;801750,75;1099832,15;2013503,95
31/5/2024;HOMBRE;SUPERIOR;Entre 50 a 65;7601;7931;11432574,8;385724,79;604287,47;1412844,49
31/5/2024;HOMBRE;SUPERIOR;Mayor a 65;2765;2904;3731550,06;51069,15;98714,13;465911,28
31/5/2024;HOMBRE;SUPERIOR;No Definido;15;15;1910,4;0;0;2045,89
31/5/2024;MUJER;BACHILLERATO;Entre 18 a 29;15618;16184;9189631,23;641604,95;675039,55;1858377,19
31/5/2024;MUJER;BACHILLERATO;Entre 30 a 39;16690;17680;13585539,69;1026391,09;1024717,89;2205546,78
31/5/2024;MUJER;BACHILLERATO;Entre 40 a 49;10588;11190;10414124,97;633473,69;689758,31;1535410,66
31/5/2024;MUJER;BACHILLERATO;Entre 50 a 65;9820;10309;10319754,62;404452,92;484578,09;1628429,59
31/5/2024;MUJER;BACHILLERATO;Mayor a 65;2509;2617;2631304,57;79064,22;83181,92;403815,89
31/5/2024;MUJER;BACHILLERATO;No Definido;22;22;4749,13;0;0;4733,03
31/5/2024;MUJER;BASICA;;22874;23962;15961149,97;761880,3;730975,67;2825648,67
31/5/2024;MUJER;ELEMENTAL;Entre 30 a 39;1;1;170,97;0;0;0
31/5/2024;MUJER;ELEMENTAL;Entre 40 a 49;2;2;709,18;0;0;420
31/5/2024;MUJER;ELEMENTAL;Entre 50 a 65;5;6;2623,27;0;0;550
31/5/2024;MUJER;ELEMENTAL;Mayor a 65;5;5;706,58;0;0;126,6
31/5/2024;MUJER;ESPECIAL;Entre 30 a 39;1;1;3562,46;0;0;1819,78
31/5/2024;MUJER;ESPECIAL;Entre 40 a 49;10;10;13294,95;0;0;681,78
31/5/2024;MUJER;ESPECIAL;Entre 50 a 65;2;2;3731,71;0;0;505,36
31/5/2024;MUJER;ESPECIAL;Mayor a 65;1;1;0;0;0;0
31/5/2024;MUJER;INICIAL;Entre 18 a 29;195;202;106188,89;7809,67;8437,24;19043,65
31/5/2024;MUJER;INICIAL;Entre 30 a 39;136;140;114626,75;16351,77;7268,34;23202,11
31/5/2024;MUJER;INICIAL;Entre 40 a 49;133;136;97828,24;15309,58;4562,52;19311,23
31/5/2024;MUJER;INICIAL;Entre 50 a 65;174;183;135338,77;5234,88;10091,31;23488,45
31/5/2024;MUJER;INICIAL;Mayor a 65;95;97;48414,81;6741,9;1564,67;6037,97
31/5/2024;MUJER;INICIAL;No Definido;2;2;500;0;0;500
31/5/2024;MUJER;NINGUNA;Entre 18 a 29;2;2;0;0;0;0
31/5/2024;MUJER;NINGUNA;Entre 30 a 39;6;6;820,73;76,36;0;196,3
31/5/2024;MUJER;NINGUNA;Entre 40 a 49;24;25;11324,09;170,48;28;3459,6
31/5/2024;MUJER;NINGUNA;Entre 50 a 65;100;106;35810,28;317,49;1958,47;2411,48
31/5/2024;MUJER;NINGUNA;Mayor a 65;41;42;19570,19;3655,9;827,81;1340,62
31/5/2024;MUJER;NO DISPONIBLE;Entre 18 a 29;12;12;8178,73;542,58;342,56;1037,75
31/5/2024;MUJER;NO DISPONIBLE;Entre 30 a 39;27;29;19161,52;0;0;753,02
31/5/2024;MUJER;NO DISPONIBLE;Entre 40 a 49;13;15;7372,6;3080,54;6130,08;3417,48
31/5/2024;MUJER;NO DISPONIBLE;Entre 50 a 65;16;18;26017,22;101,16;7681,94;1115,61
31/5/2024;MUJER;NO DISPONIBLE;Mayor a 65;3;3;5775,5;0;0;462,33
31/5/2024;MUJER;PRIMARIA;Entre 18 a 29;3;3;0;0;0;0
31/5/2024;MUJER;PRIMARIA;Entre 30 a 39;40;41;13841,46;703,89;1074,96;2933,52
31/5/2024;MUJER;PRIMARIA;Entre 40 a 49;39;41;18156,89;0;0;3325,86
31/5/2024;MUJER;PRIMARIA;Entre 50 a 65;49;49;39548,15;3245,8;605,24;6469,91
31/5/2024;MUJER;PRIMARIA;Mayor a 65;11;11;5666,39;273,78;756,49;535,08
31/5/2024;MUJER;SECUNDARIA;Entre 18 a 29;12;12;4668,87;0;0;1038,89
31/5/2024;MUJER;SECUNDARIA;Entre 30 a 39;138;145;91572,75;16433,22;9364,51;15003,22
31/5/2024;MUJER;SECUNDARIA;Entre 40 a 49;84;89;90757,02;5612,41;1884,46;8938,2
31/5/2024;MUJER;SECUNDARIA;Entre 50 a 65;101;105;94842,47;948,69;2818,95;17747,02
31/5/2024;MUJER;SECUNDARIA;Mayor a 65;29;30;23638,84;1181,96;22,73;5722,84
31/5/2024;MUJER;SUPERIOR;Entre 18 a 29;7731;8105;5107669,38;202166,79;205631,67;1125990,02
31/5/2024;MUJER;SUPERIOR;Entre 30 a 39;29542;31661;26838619,54;1291261,84;1498952,83;4635502,02
31/5/2024;MUJER;SUPERIOR;Entre 40 a 49;13933;14690;16162918;711322,02;903218,67;2338470,6
31/5/2024;MUJER;SUPERIOR;Entre 50 a 65;9618;10050;11336473,8;286120,5;375236,06;1529795,07
31/5/2024;MUJER;SUPERIOR;Mayor a 65;2074;2161;2463154,64;66658,34;57554,61;360150,15
31/5/2024;MUJER;SUPERIOR;No Definido;15;15;2641,71;0;0;2111,5
31/5/2024;NO DISPONIBLE;NO DISPONIBLE;No Definido;63;64;314938,3;0;0;56519,95
30/6/2024;HOMBRE;BACHILLERATO;Entre 18 a 29;28310;29295;17866337,14;1327602,08;1461686,85;2995718,66
30/6/2024;HOMBRE;BACHILLERATO;Entre 30 a 39;32060;34114;26527717,2;2564277,3;2654510,58;3469669,67
30/6/2024;HOMBRE;BACHILLERATO;Entre 40 a 49;18733;19765;19953685,51;1486994,07;1855772,94;2166476,17
30/6/2024;HOMBRE;BACHILLERATO;Entre 50 a 65;13868;14552;16220822,49;727311,68;946112,01;1875635,44
30/6/2024;HOMBRE;BACHILLERATO;Mayor a 65;2482;2604;2803474,37;74281,64;85517,06;298568,51
30/6/2024;HOMBRE;BACHILLERATO;No Definido;57;57;17707,86;0;0;12411,56
30/6/2024;HOMBRE;BASICA;;34620;36135;24862273,08;1508363,99;1445571,81;3665924,4
30/6/2024;HOMBRE;ELEMENTAL;Entre 18 a 29;1;1;575,68;0;0;120
30/6/2024;HOMBRE;ELEMENTAL;Entre 40 a 49;4;4;1664,5;0;0;260,9
30/6/2024;HOMBRE;ELEMENTAL;Entre 50 a 65;2;3;0;0;0;0
30/6/2024;HOMBRE;ELEMENTAL;Mayor a 65;12;12;4193,2;0;0;779,18
30/6/2024;HOMBRE;ESPECIAL;Entre 30 a 39;1;1;701,36;0;0;0
30/6/2024;HOMBRE;ESPECIAL;Entre 40 a 49;1;1;0;0;0;0
30/6/2024;HOMBRE;ESPECIAL;Entre 50 a 65;1;1;0;0;0;0
30/6/2024;HOMBRE;ESPECIAL;Mayor a 65;1;1;0;1060,98;295,99;133,33
30/6/2024;HOMBRE;INICIAL;Entre 18 a 29;359;362;184508,34;24334,71;18447,27;33077,69
30/6/2024;HOMBRE;INICIAL;Entre 30 a 39;227;231;170952,51;43747,35;22334,79;29494,02
30/6/2024;HOMBRE;INICIAL;Entre 40 a 49;181;185;133069,67;43934,03;10344,26;19079,64
30/6/2024;HOMBRE;INICIAL;Entre 50 a 65;186;194;161188,96;19462,98;19359,92;17841,41
30/6/2024;HOMBRE;INICIAL;Mayor a 65;132;135;69884,57;3055,95;9670,52;20468,5
30/6/2024;HOMBRE;INICIAL;No Definido;2;2;476,21;0;0;476,21
30/6/2024;HOMBRE;NINGUNA;Entre 18 a 29;7;7;1516,86;0;0;454,58
30/6/2024;HOMBRE;NINGUNA;Entre 30 a 39;15;17;6188,34;0;0;1237,28
30/6/2024;HOMBRE;NINGUNA;Entre 40 a 49;25;25;16160,89;1387,09;1920,66;2718,03
30/6/2024;HOMBRE;NINGUNA;Entre 50 a 65;56;57;19574,35;2284,77;960,51;3426,5
30/6/2024;HOMBRE;NINGUNA;Mayor a 65;25;25;10747,13;930,2;564,52;2195,5
30/6/2024;HOMBRE;NO DISPONIBLE;Entre 18 a 29;16;17;16435,86;0;0;1922,57
30/6/2024;HOMBRE;NO DISPONIBLE;Entre 30 a 39;28;28;20808,15;851,26;5499,71;3454,91
30/6/2024;HOMBRE;NO DISPONIBLE;Entre 40 a 49;21;24;31211,68;567,59;6622,04;5027,28
30/6/2024;HOMBRE;NO DISPONIBLE;Entre 50 a 65;14;15;40195,58;165,16;170,97;8637,73
30/6/2024;HOMBRE;NO DISPONIBLE;Mayor a 65;3;3;3764,88;0;0;379,78
30/6/2024;HOMBRE;PRIMARIA;Entre 18 a 29;8;8;5089,38;0;0;1338,53
30/6/2024;HOMBRE;PRIMARIA;Entre 30 a 39;64;65;21736,99;937,4;1575,43;2871,45
30/6/2024;HOMBRE;PRIMARIA;Entre 40 a 49;56;61;43554,82;1084,06;806,2;3239,44
30/6/2024;HOMBRE;PRIMARIA;Entre 50 a 65;76;80;38479,03;0;0;6546,95
30/6/2024;HOMBRE;PRIMARIA;Mayor a 65;20;20;20300,86;1;0;1589,54
30/6/2024;HOMBRE;SECUNDARIA;Entre 18 a 29;19;21;8602,82;409,17;261,29;313,06
30/6/2024;HOMBRE;SECUNDARIA;Entre 30 a 39;176;187;167664,44;17989,99;10715,11;20922,98
30/6/2024;HOMBRE;SECUNDARIA;Entre 40 a 49;108;114;103118,94;10821,31;13750,78;10703,76
30/6/2024;HOMBRE;SECUNDARIA;Entre 50 a 65;118;126;91279,05;1823,93;7312,85;11975,5
30/6/2024;HOMBRE;SECUNDARIA;Mayor a 65;34;35;18909,16;1784,72;0;3326,37
30/6/2024;HOMBRE;SUPERIOR;Entre 18 a 29;7003;7368;5138469,03;355945,66;413229,9;939443,27
30/6/2024;HOMBRE;SUPERIOR;Entre 30 a 39;25919;27861;24446852,66;1721697,2;1839762,48;3733850,52
30/6/2024;HOMBRE;SUPERIOR;Entre 40 a 49;10961;11655;15177955,85;841197,78;1131996,1;1877293,66
30/6/2024;HOMBRE;SUPERIOR;Entre 50 a 65;7673;8003;11413643,8;389073,36;659971,77;1356038,98
30/6/2024;HOMBRE;SUPERIOR;Mayor a 65;2779;2919;3746707,65;44988,72;100587,33;455365,64
30/6/2024;HOMBRE;SUPERIOR;No Definido;10;10;501,1;0;0;501,1
30/6/2024;MUJER;BACHILLERATO;Entre 18 a 29;15623;16185;9077506,35;660969,18;637250,31;1692572,79
30/6/2024;MUJER;BACHILLERATO;Entre 30 a 39;16757;17747;13483458,4;1059519,59;1081157,2;2130640,07
30/6/2024;MUJER;BACHILLERATO;Entre 40 a 49;10642;11253;10322679,82;664825,93;691800,39;1483854,34
30/6/2024;MUJER;BACHILLERATO;Entre 50 a 65;9862;10355;10259896,89;413844,38;520264,2;1484422,69
30/6/2024;MUJER;BACHILLERATO;Mayor a 65;2532;2640;2678237,78;80209,29;98295,15;406906,58
30/6/2024;MUJER;BACHILLERATO;No Definido;28;28;2726,9;0;0;2726,9
30/6/2024;MUJER;BASICA;;22943;24034;15800113,09;795936,43;775368,05;2572895,43
30/6/2024;MUJER;ELEMENTAL;Entre 30 a 39;1;1;86,02;0;0;0
30/6/2024;MUJER;ELEMENTAL;Entre 40 a 49;2;2;674,59;0;0;0
30/6/2024;MUJER;ELEMENTAL;Entre 50 a 65;5;6;2306,31;0;0;0
30/6/2024;MUJER;ELEMENTAL;Mayor a 65;5;5;579,98;0;0;0
30/6/2024;MUJER;ESPECIAL;Entre 30 a 39;1;1;3565,78;0;0;0
30/6/2024;MUJER;ESPECIAL;Entre 40 a 49;10;10;12912,94;0;0;335,53
30/6/2024;MUJER;ESPECIAL;Entre 50 a 65;2;2;3266,99;0;0;454,2
30/6/2024;MUJER;ESPECIAL;Mayor a 65;1;1;0;0;0;0
30/6/2024;MUJER;INICIAL;Entre 18 a 29;202;209;109119,4;8395,04;7171,26;20783,07
30/6/2024;MUJER;INICIAL;Entre 30 a 39;133;137;112285,98;16480,31;8965,89;17395,64
30/6/2024;MUJER;INICIAL;Entre 40 a 49;137;140;92904,82;15961,56;8853,95;9687,19
30/6/2024;MUJER;INICIAL;Entre 50 a 65;175;185;139601,95;4975,06;5250,09;31734,3
